Age,Gender,education_level,Prison_type,Prison_security_level,Block_security_level,Incidents_count,Violent_incident_count,escape_incident_count,days_since_last_incidence,total_disciplinary_days,Risk Behaviour
39,Male,Secondary,Maximum Security,High,High,5,0,0,309,25,Medium
22,Male,Secondary,Remand,Low,Medium,1,0,0,257,9,Low
28,Female,Bachelor's,Women's,High,High,9,1,0,300,20,Medium
47,Male,Secondary,Minimum Security,Low,Medium,1,0,0,43,0,Low
44,Female,Preparatory,Women's,Medium,High,10,3,0,85,40,High
26,Male,Preparatory,Remand,Medium,Medium,6,0,1,336,16,Medium
35,Male,Secondary,Remand,Low,Low,1,0,0,288,8,Low
37,Male,Secondary,Remand,High,Medium,13,0,4,131,33,High
65,Female,Preparatory,Women's,Medium,Low,5,0,0,202,21,Low
22,Male,Secondary,Remand,Medium,Medium,3,0,0,174,3,Low
19,Female,Bachelor's,Juvenile,Low,Low,4,0,0,46,16,Low
62,Male,Preparatory,Minimum Security,Low,Low,1,0,0,96,12,Low
27,Female,Secondary,Women's,Medium,Medium,8,2,1,186,30,Medium
55,Male,Illiterate,Juvenile,Medium,Medium,3,0,0,44,12,Medium
27,Male,Preparatory,Remand,Medium,Medium,4,1,0,117,14,Medium
44,Male,Preparatory,Maximum Security,High,Medium,7,0,1,224,19,Medium
26,Male,Bachelor's,Maximum Security,High,Medium,7,2,0,324,15,Medium
63,Female,Literate,Maximum Security,High,High,6,2,0,5,14,High
54,Male,Preparatory,Remand,Low,Low,3,0,0,8,0,Low
30,Male,Secondary,Remand,Medium,Low,5,0,1,192,17,Medium
41,Male,Secondary,Minimum Security,Low,Low,2,0,0,356,6,Low
18,Male,Primary,Minimum Security,Low,Low,1,0,0,99,9,Low
55,Male,Primary,Minimum Security,Low,Low,2,0,0,230,3,Low
30,Male,Primary,Remand,Medium,Medium,8,3,2,174,26,High
35,Female,Bachelor's,Women's,Medium,Medium,8,2,0,123,37,Medium
63,Male,Preparatory,Remand,Medium,Medium,6,1,0,29,14,Medium
28,Female,Literate,Minimum Security,Low,Low,2,0,0,90,11,Low
45,Male,Primary,Juvenile,Low,Low,2,0,0,24,6,Medium
61,Male,Illiterate,Maximum Security,High,High,5,0,0,46,17,Medium
36,Male,Secondary,Minimum Security,Low,Low,2,0,0,6,8,Low
20,Female,Secondary,Maximum Security,High,Medium,13,1,2,17,29,High
46,Male,Primary,Maximum Security,High,High,9,0,1,363,32,Medium
32,Male,Primary,Remand,Medium,Medium,1,0,0,118,2,Low
54,Male,Secondary,Remand,High,High,3,0,0,271,7,Low
38,Female,Preparatory,Women's,High,High,10,1,3,55,25,High
30,Female,Primary,Women's,High,High,8,2,1,326,14,High
34,Male,Primary,Remand,High,High,6,0,0,298,15,Medium
59,Male,Secondary,Maximum Security,High,Medium,10,0,2,7,32,High
54,Male,Primary,Minimum Security,Low,Low,4,0,0,160,10,Low
54,Male,Bachelor's,Minimum Security,Low,Medium,5,0,0,349,21,Low
32,Male,Secondary,Juvenile,Low,Low,4,1,0,239,16,Low
42,Female,Illiterate,Women's,Medium,Low,6,1,0,268,12,Medium
54,Female,Bachelor's,Women's,Medium,Low,5,1,0,158,17,Low
19,Male,Secondary,Remand,Medium,Medium,6,1,0,236,20,Medium
36,Male,Primary,Minimum Security,Low,Low,1,0,0,261,2,Low
30,Male,Secondary,Minimum Security,Low,Low,1,0,0,324,3,Low
57,Female,Secondary,Women's,Medium,High,7,1,0,195,23,Medium
33,Female,Preparatory,Remand,High,High,6,1,1,40,18,High
53,Male,Bachelor's,Minimum Security,Low,Medium,1,0,0,240,0,Low
50,Male,Bachelor's,Minimum Security,Low,Low,1,0,0,231,0,Low
49,Male,Secondary,Maximum Security,High,Medium,9,1,0,340,32,Medium
53,Male,Illiterate,Remand,High,Medium,8,0,0,271,25,Medium
46,Male,Illiterate,Minimum Security,Low,Low,1,0,0,95,0,Low
33,Male,Preparatory,Remand,Medium,Medium,2,0,0,246,0,Low
25,Male,Primary,Remand,Medium,Medium,8,1,0,89,17,Medium
42,Male,Preparatory,Minimum Security,Low,Medium,5,0,0,207,16,Low
36,Male,Bachelor's,Remand,Medium,High,2,0,0,158,0,Low
38,Male,Literate,Maximum Security,High,High,10,3,1,153,24,High
37,Female,Preparatory,Remand,High,Medium,7,0,1,71,33,Medium
64,Male,Secondary,Minimum Security,Low,Low,3,0,0,362,4,Low
25,Male,Literate,Juvenile,Low,Low,4,1,0,161,14,Medium
65,Female,Secondary,Minimum Security,Low,Low,4,0,0,176,3,Low
22,Male,Secondary,Minimum Security,Low,Low,3,0,0,18,5,Low
59,Male,Secondary,Minimum Security,Low,Low,1,0,0,272,4,Low
18,Female,Secondary,Women's,Medium,Medium,4,0,0,34,12,Low
55,Male,Secondary,Maximum Security,High,High,7,0,1,248,27,Medium
38,Male,Primary,Remand,Medium,Medium,7,0,1,176,17,Medium
42,Male,Primary,Maximum Security,High,High,11,2,2,77,31,High
33,Female,Primary,Minimum Security,Low,Medium,1,0,0,164,0,Low
46,Male,Bachelor's,Maximum Security,High,Medium,8,0,2,240,18,Medium
51,Female,Secondary,Women's,Medium,Medium,5,0,1,3,21,Medium
58,Male,Primary,Maximum Security,High,High,8,2,0,74,33,High
47,Male,Preparatory,Maximum Security,High,High,11,3,2,82,35,High
63,Female,Preparatory,Women's,Medium,Medium,8,0,0,236,23,Medium
65,Male,Secondary,Maximum Security,High,Medium,9,1,1,110,30,Medium
58,Male,Secondary,Minimum Security,Low,Low,2,0,0,142,6,Low
48,Male,Bachelor's,Remand,High,High,11,0,1,292,35,Medium
30,Female,Secondary,Women's,High,High,12,5,0,143,37,High
23,Male,Literate,Juvenile,Low,Medium,1,0,0,261,7,Low
62,Female,Postgraduate education,Maximum Security,High,High,13,3,3,178,43,High
33,Male,Secondary,Remand,Low,Low,1,0,0,174,10,Low
41,Male,Secondary,Maximum Security,High,High,10,0,2,271,35,High
33,Male,Illiterate,Maximum Security,High,High,8,0,0,205,24,Medium
32,Female,Literate,Maximum Security,High,High,8,2,0,243,25,Medium
30,Male,Secondary,Minimum Security,Low,Low,2,0,0,228,6,Low
55,Male,Preparatory,Juvenile,Medium,Medium,4,0,0,257,11,Low
55,Male,Illiterate,Remand,High,High,9,1,0,187,26,Medium
21,Male,Preparatory,Remand,Low,Low,1,0,0,149,0,Low
58,Male,Illiterate,Maximum Security,High,High,13,5,0,275,42,High
29,Male,Bachelor's,Maximum Security,High,High,10,3,3,90,38,High
51,Male,Primary,Remand,Medium,Low,2,0,0,109,0,Low
43,Male,Primary,Maximum Security,High,Medium,6,0,0,150,18,Medium
42,Male,Secondary,Maximum Security,High,Medium,6,0,1,77,15,Medium
50,Male,Primary,Juvenile,Low,Low,5,1,1,25,16,Medium
50,Male,Bachelor's,Juvenile,Medium,Medium,4,1,0,323,19,Low
23,Female,Primary,Minimum Security,Low,Low,2,0,0,113,7,Low
61,Female,Illiterate,Maximum Security,High,Medium,5,0,1,50,15,Medium
42,Male,Preparatory,Minimum Security,Low,Low,1,0,0,73,7,Low
51,Male,Primary,Maximum Security,High,High,2,0,0,1,0,Medium
52,Male,Bachelor's,Remand,Low,Low,1,0,0,83,0,Low
54,Male,Literate,Minimum Security,Low,Medium,2,0,0,159,9,Low
51,Male,Secondary,Minimum Security,Low,Low,4,0,0,22,13,Medium
65,Male,Bachelor's,Remand,Low,Medium,4,1,0,302,9,Low
19,Male,Secondary,Remand,High,High,6,1,1,324,13,Medium
57,Male,Preparatory,Maximum Security,High,Medium,10,2,0,159,39,High
35,Male,Preparatory,Maximum Security,High,High,11,0,1,278,33,Medium
36,Male,Bachelor's,Minimum Security,Low,Low,1,0,0,75,3,Low
22,Male,Literate,Minimum Security,Low,Low,1,0,0,78,2,Low
31,Male,Primary,Juvenile,Low,Low,5,0,0,7,17,Medium
47,Male,Bachelor's,Maximum Security,High,High,8,2,0,87,29,Medium
57,Male,Primary,Remand,Medium,Low,3,0,0,327,0,Low
65,Male,Preparatory,Maximum Security,High,High,5,0,0,173,13,Medium
32,Female,Secondary,Women's,Medium,Medium,2,0,0,41,0,Low
34,Male,Primary,Minimum Security,Low,Low,4,0,0,33,16,Medium
28,Male,Secondary,Remand,High,High,2,0,0,296,4,Low
29,Male,Literate,Maximum Security,High,Medium,11,3,1,281,36,High
22,Male,Illiterate,Minimum Security,Low,Low,1,0,0,348,4,Low
40,Male,Bachelor's,Maximum Security,High,High,11,2,0,61,38,High
28,Male,Primary,Minimum Security,Low,Medium,2,0,0,167,9,Low
21,Male,Secondary,Minimum Security,Low,Medium,2,0,0,307,0,Low
22,Male,Primary,Maximum Security,High,High,5,1,1,352,15,Medium
28,Male,Literate,Minimum Security,Low,Medium,1,0,0,203,1,Low
27,Male,Primary,Juvenile,Low,Medium,4,1,0,347,8,Low
32,Male,Primary,Remand,Medium,Medium,3,0,0,79,6,Medium
64,Male,Preparatory,Remand,High,Medium,10,4,3,267,30,High
44,Male,Primary,Remand,Medium,Medium,6,2,0,65,11,Medium
55,Male,Secondary,Remand,High,High,8,1,1,139,33,High
60,Male,Literate,Remand,Medium,Low,8,0,2,60,22,High
53,Male,Preparatory,Maximum Security,High,High,5,0,1,314,13,Medium
21,Male,Preparatory,Remand,Medium,Medium,6,1,1,354,17,Medium
22,Male,Primary,Minimum Security,Low,Low,1,0,0,15,5,Medium
30,Male,Preparatory,Remand,Low,Low,1,0,0,271,2,Low
43,Female,Secondary,Minimum Security,Low,Low,2,0,0,142,1,Low
56,Male,Illiterate,Minimum Security,Low,Medium,1,0,0,201,0,Low
42,Male,Bachelor's,Remand,Medium,Medium,6,2,1,75,25,Medium
18,Male,Primary,Remand,Medium,Medium,4,0,0,327,8,Low
27,Female,Secondary,Minimum Security,Low,Low,3,0,0,299,16,Low
58,Male,Secondary,Minimum Security,Low,Low,2,0,0,59,9,Low
43,Male,Secondary,Maximum Security,High,High,4,1,0,225,9,Medium
41,Female,Preparatory,Maximum Security,High,High,13,3,4,286,37,High
21,Male,Preparatory,Maximum Security,High,High,7,1,0,267,21,Medium
22,Male,Bachelor's,Minimum Security,Low,Low,1,0,0,127,6,Low
39,Male,Primary,Maximum Security,High,High,8,2,1,263,17,High
32,Male,Primary,Juvenile,Medium,Low,2,0,0,123,0,Low
56,Male,Bachelor's,Minimum Security,Low,Low,1,0,0,267,2,Low
59,Male,Primary,Remand,Medium,Low,5,0,1,121,14,Medium
36,Male,Illiterate,Remand,Medium,Medium,5,0,0,155,19,Medium
47,Female,Primary,Women's,Medium,Medium,7,1,0,334,21,Medium
46,Female,Illiterate,Women's,Medium,Low,4,1,0,20,14,Medium
54,Female,Preparatory,Women's,High,High,10,4,1,199,33,High
39,Female,Primary,Remand,Medium,Medium,8,0,1,16,23,High
60,Male,Illiterate,Maximum Security,High,High,4,1,0,205,3,Medium
52,Female,Secondary,Women's,High,High,9,2,1,10,27,High
36,Male,Preparatory,Juvenile,Low,Low,1,0,0,327,0,Low
35,Female,Illiterate,Women's,Low,Low,2,0,0,53,13,Medium
61,Male,Preparatory,Remand,Medium,High,4,0,0,217,0,Low
54,Male,Preparatory,Remand,High,High,17,5,0,157,55,High
22,Male,Bachelor's,Maximum Security,High,High,8,0,2,284,24,Medium
63,Female,Literate,Minimum Security,Low,Medium,1,0,0,167,7,Low
48,Male,Illiterate,Remand,Low,Low,2,0,0,300,0,Low
25,Male,Secondary,Maximum Security,High,High,4,0,0,273,12,Low
50,Male,Primary,Minimum Security,Low,Low,2,0,0,298,0,Low
22,Male,Secondary,Remand,High,High,9,0,0,178,26,Medium
61,Female,Secondary,Women's,Low,Medium,1,0,0,365,0,Low
32,Male,Primary,Maximum Security,High,Medium,3,0,0,104,2,Low
25,Male,Preparatory,Remand,Medium,Medium,1,0,0,63,6,Low
45,Male,Primary,Juvenile,Low,Low,1,0,0,138,0,Low
65,Male,Secondary,Minimum Security,Low,Medium,2,0,0,227,0,Low
41,Male,Secondary,Minimum Security,Low,Low,3,0,0,26,7,Low
64,Female,Illiterate,Minimum Security,Low,Low,1,0,0,310,0,Low
49,Male,Secondary,Maximum Security,High,High,6,1,0,287,14,Medium
50,Male,Secondary,Remand,High,Medium,9,2,2,136,26,High
34,Female,Secondary,Women's,Medium,Medium,4,1,0,76,11,Medium
41,Female,Bachelor's,Maximum Security,High,High,7,1,1,99,21,Medium
44,Male,Primary,Minimum Security,Low,Medium,2,0,0,187,7,Low
50,Female,Preparatory,Women's,Medium,Low,4,0,0,341,10,Low
64,Male,Bachelor's,Maximum Security,High,Medium,8,1,0,358,26,Medium
38,Male,Secondary,Maximum Security,High,High,4,1,0,365,14,Medium
55,Male,Secondary,Maximum Security,High,High,7,1,1,285,14,Medium
38,Male,Secondary,Maximum Security,High,High,5,0,1,148,15,Medium
32,Male,Postgraduate education,Remand,High,High,5,1,1,30,27,Medium
20,Male,Illiterate,Minimum Security,Low,Low,2,0,0,253,16,Low
47,Male,Postgraduate education,Minimum Security,Low,Low,2,0,0,79,0,Low
46,Male,Secondary,Remand,High,High,15,4,3,166,49,High
18,Male,Primary,Minimum Security,Low,Low,1,0,0,234,6,Low
28,Male,Illiterate,Remand,High,High,7,2,0,322,16,Medium
24,Male,Preparatory,Remand,High,Medium,14,1,2,224,37,High
20,Male,Primary,Maximum Security,High,High,7,2,1,327,12,High
32,Male,Primary,Remand,Medium,Low,5,1,1,64,13,Medium
39,Male,Preparatory,Minimum Security,Low,Low,2,0,0,262,15,Low
28,Female,Illiterate,Women's,High,High,6,1,1,200,13,Medium
62,Female,Primary,Women's,Medium,Medium,6,1,1,339,17,Medium
29,Male,Primary,Minimum Security,Low,Low,5,1,1,241,8,Medium
32,Male,Secondary,Maximum Security,High,High,10,2,2,364,34,High
45,Male,Postgraduate education,Minimum Security,Low,Medium,1,0,0,2,0,Low
38,Male,Primary,Maximum Security,High,High,8,1,0,333,18,Medium
25,Male,Secondary,Remand,High,High,11,0,3,85,32,High
50,Female,Preparatory,Juvenile,Medium,Medium,7,1,0,34,16,Medium
33,Female,Preparatory,Women's,Low,Low,3,0,0,95,7,Low
25,Male,Preparatory,Maximum Security,High,High,7,2,0,334,22,Medium
53,Male,Bachelor's,Minimum Security,Low,Medium,1,0,0,56,0,Low
38,Male,Postgraduate education,Maximum Security,High,High,8,1,2,187,22,Medium
49,Female,Literate,Maximum Security,High,Medium,8,2,2,18,26,High
53,Male,Secondary,Minimum Security,Low,Medium,2,0,0,64,13,Low
30,Male,Secondary,Minimum Security,Low,Low,1,0,0,357,5,Low
52,Male,Bachelor's,Remand,High,High,13,4,1,77,37,High
43,Male,Illiterate,Maximum Security,High,High,4,1,0,171,12,Medium
60,Male,Preparatory,Minimum Security,Low,Low,2,0,0,300,0,Low
46,Male,Bachelor's,Remand,High,Medium,11,1,2,128,37,High
55,Male,Postgraduate education,Minimum Security,Low,Low,1,0,0,101,4,Low
35,Male,Bachelor's,Juvenile,Medium,High,8,0,2,33,24,Medium
57,Female,Preparatory,Women's,High,High,13,5,0,137,37,High
44,Male,Secondary,Juvenile,Medium,High,7,2,1,358,13,Medium
45,Male,Secondary,Juvenile,Medium,Medium,4,1,0,133,11,Low
46,Male,Illiterate,Maximum Security,High,Medium,6,1,1,54,20,High
35,Male,Secondary,Remand,Medium,Medium,6,2,0,274,18,Medium
35,Male,Secondary,Maximum Security,High,Medium,12,0,2,128,34,High
33,Male,Primary,Minimum Security,Low,Low,2,0,0,331,8,Low
64,Female,Secondary,Juvenile,Low,Low,3,0,0,249,15,Low
56,Male,Preparatory,Maximum Security,High,High,6,1,1,263,20,Medium
52,Male,Illiterate,Juvenile,Low,Low,1,0,0,260,0,Low
20,Male,Primary,Remand,High,Medium,4,1,0,174,18,Medium
20,Male,Secondary,Remand,Low,Low,1,0,0,363,0,Low
32,Male,Secondary,Minimum Security,Low,Low,4,0,0,302,5,Low
55,Male,Literate,Maximum Security,High,High,6,2,1,35,12,High
24,Male,Primary,Minimum Security,Low,Medium,1,0,0,70,5,Low
58,Female,Bachelor's,Maximum Security,High,Medium,8,0,0,229,23,Low
45,Male,Literate,Juvenile,Low,Low,3,0,0,177,5,Low
54,Male,Secondary,Remand,High,Medium,13,5,1,136,37,High
57,Male,Bachelor's,Remand,Medium,Medium,9,1,2,164,34,High
56,Male,Illiterate,Maximum Security,High,High,9,1,0,0,25,High
33,Male,Primary,Maximum Security,High,High,10,1,0,213,40,High
61,Male,Bachelor's,Minimum Security,Low,Low,3,0,0,200,4,Low
40,Female,Preparatory,Remand,High,High,7,1,0,294,26,Medium
57,Male,Primary,Minimum Security,Low,Low,3,0,0,345,0,Low
43,Male,Primary,Minimum Security,Low,Medium,1,0,0,197,3,Low
27,Female,Secondary,Women's,Medium,Medium,7,0,0,66,25,Medium
26,Male,Postgraduate education,Juvenile,Low,Low,1,0,0,282,0,Low
49,Male,Primary,Minimum Security,Low,Medium,2,0,0,111,4,Low
60,Female,Preparatory,Women's,Medium,Medium,5,1,1,250,11,Medium
34,Male,Preparatory,Minimum Security,Low,Medium,2,0,0,165,4,Low
50,Male,Bachelor's,Maximum Security,High,High,5,0,0,112,19,Low
41,Male,Primary,Maximum Security,High,High,7,1,0,327,22,Medium
48,Male,Secondary,Remand,Medium,Medium,4,0,0,7,11,Medium
45,Male,Secondary,Remand,High,High,3,0,0,306,5,Low
44,Female,Preparatory,Juvenile,Medium,Medium,6,1,1,275,19,Medium
33,Male,Primary,Maximum Security,High,Medium,7,1,1,62,28,High
52,Male,Secondary,Maximum Security,High,Medium,10,1,1,173,18,Medium
58,Female,Bachelor's,Women's,Medium,Medium,5,0,0,16,8,Medium
28,Female,Secondary,Women's,Medium,Low,5,0,1,263,8,Low
19,Male,Illiterate,Maximum Security,High,Medium,7,2,1,215,18,High
26,Male,Bachelor's,Remand,High,High,10,3,2,292,26,High
36,Male,Preparatory,Maximum Security,High,High,5,0,1,48,12,Medium
59,Male,Illiterate,Minimum Security,Low,Low,2,0,0,95,0,Low
33,Male,Preparatory,Juvenile,Low,Low,4,1,0,239,10,Low
54,Female,Preparatory,Remand,Medium,Medium,10,1,1,240,32,Medium
48,Male,Illiterate,Remand,Low,Medium,3,0,0,31,9,Medium
36,Male,Primary,Maximum Security,High,High,6,2,1,285,14,High
29,Male,Secondary,Minimum Security,Low,Low,2,0,0,364,2,Low
48,Male,Secondary,Juvenile,Medium,Low,8,2,2,144,34,High
27,Male,Primary,Maximum Security,High,High,2,0,0,68,2,Medium
34,Female,Preparatory,Maximum Security,High,High,7,1,0,92,20,Medium
47,Male,Secondary,Minimum Security,Low,Medium,2,0,0,54,0,Low
60,Male,Primary,Juvenile,Medium,Low,1,0,0,144,3,Low
51,Female,Primary,Minimum Security,Low,Low,3,0,0,271,13,Low
32,Male,Secondary,Remand,Medium,Low,4,0,0,152,27,Low
29,Male,Secondary,Juvenile,Medium,Medium,2,0,0,352,7,Low
58,Male,Secondary,Remand,Medium,Medium,4,1,0,304,11,Low
37,Male,Bachelor's,Minimum Security,Low,Low,1,0,0,125,11,Low
61,Male,Primary,Remand,Medium,High,1,0,0,162,12,Low
37,Female,Secondary,Minimum Security,Low,Low,1,0,0,242,8,Low
55,Female,Preparatory,Women's,Low,Low,1,0,0,268,0,Low
60,Male,Secondary,Juvenile,Medium,Medium,4,0,0,212,16,Low
65,Female,Bachelor's,Women's,Low,Low,1,0,0,148,10,Low
58,Male,Literate,Minimum Security,Low,Low,1,0,0,58,0,Low
63,Male,Literate,Remand,Low,Low,1,0,0,322,8,Low
21,Male,Primary,Maximum Security,High,High,10,0,1,216,28,Medium
26,Male,Bachelor's,Minimum Security,Low,Low,2,0,0,180,2,Low
36,Male,Secondary,Juvenile,Medium,Medium,6,0,1,43,25,Medium
63,Male,Literate,Minimum Security,Low,Low,3,0,0,69,13,Medium
19,Male,Literate,Maximum Security,High,High,8,3,1,49,28,High
65,Male,Preparatory,Maximum Security,High,High,11,0,3,29,28,High
43,Male,Preparatory,Maximum Security,High,High,9,1,1,55,31,High
34,Female,Secondary,Women's,Medium,Medium,6,2,1,203,11,Medium
46,Male,Secondary,Maximum Security,High,Medium,6,1,0,339,16,Medium
50,Male,Secondary,Maximum Security,High,High,12,3,3,355,40,High
48,Female,Primary,Women's,Medium,Medium,6,2,0,344,18,Medium
59,Female,Secondary,Minimum Security,Low,Low,3,0,0,216,6,Low
40,Male,Primary,Remand,Medium,Low,5,0,0,176,13,Medium
25,Male,Literate,Minimum Security,Low,Low,4,1,0,92,11,Medium
59,Female,Primary,Maximum Security,High,Medium,6,2,0,167,25,Medium
32,Female,Preparatory,Women's,Medium,Medium,2,0,0,254,6,Low
46,Female,Secondary,Maximum Security,High,High,7,2,0,171,13,Medium
52,Female,Primary,Women's,High,High,12,2,2,153,31,High
63,Male,Illiterate,Remand,High,Medium,11,2,0,38,33,High
58,Female,Secondary,Women's,Low,Medium,1,0,0,211,0,Low
23,Female,Postgraduate education,Women's,Medium,Medium,6,0,1,135,26,Medium
43,Male,Preparatory,Minimum Security,Low,Low,2,0,0,342,8,Low
35,Male,Bachelor's,Minimum Security,Low,Low,1,0,0,235,0,Low
25,Male,Secondary,Juvenile,Medium,Medium,5,1,1,336,5,Medium
33,Male,Primary,Juvenile,Medium,High,4,0,0,293,14,Low
41,Female,Primary,Remand,Medium,Medium,3,0,0,194,1,Low
49,Male,Preparatory,Maximum Security,High,High,9,3,1,47,27,High
65,Male,Preparatory,Maximum Security,High,High,7,2,0,304,25,Medium
37,Male,Primary,Juvenile,Low,Low,1,0,0,36,3,Low
29,Male,Secondary,Remand,Medium,Medium,4,1,0,336,7,Low
43,Male,Secondary,Remand,Medium,Low,7,0,1,225,22,Medium
39,Male,Primary,Minimum Security,Low,Low,1,0,0,19,4,Low
55,Male,Bachelor's,Minimum Security,Low,Low,1,0,0,205,14,Low
31,Female,Illiterate,Women's,Medium,Medium,6,2,1,364,6,Medium
25,Male,Secondary,Juvenile,Medium,High,4,0,0,261,11,Low
47,Female,Postgraduate education,Women's,Medium,Low,5,0,0,28,17,Medium
37,Male,Illiterate,Juvenile,Low,Low,2,0,0,100,2,Low
62,Male,Postgraduate education,Remand,Medium,Medium,3,0,0,186,9,Low
28,Male,Literate,Remand,Medium,Medium,5,0,1,278,19,Medium
43,Male,Illiterate,Minimum Security,Low,Low,2,0,0,264,0,Low
55,Male,Preparatory,Remand,Low,Low,1,0,0,309,2,Low
42,Male,Illiterate,Remand,High,High,10,0,2,244,26,High
18,Male,Primary,Maximum Security,High,High,7,1,1,53,16,High
31,Female,Preparatory,Women's,Medium,Medium,5,0,0,134,14,Low
44,Male,Preparatory,Maximum Security,High,High,7,2,0,274,28,Medium
36,Male,Illiterate,Maximum Security,High,High,8,3,1,311,31,High
22,Male,Secondary,Remand,Medium,Medium,6,1,0,180,8,Low
44,Male,Secondary,Juvenile,Low,Low,1,0,0,307,0,Low
28,Male,Preparatory,Maximum Security,High,High,9,2,1,279,34,High
38,Male,Bachelor's,Remand,Low,Medium,1,0,0,341,0,Low
27,Male,Bachelor's,Juvenile,Medium,Low,4,0,0,120,8,Low
40,Female,Secondary,Women's,Medium,Medium,9,0,1,53,27,Medium
41,Male,Secondary,Remand,Medium,Medium,3,0,0,248,4,Low
28,Male,Bachelor's,Minimum Security,Low,Low,4,1,0,211,18,Low
35,Male,Preparatory,Remand,High,High,5,1,1,52,18,Medium
18,Female,Literate,Women's,Medium,Medium,3,0,0,350,2,Low
21,Male,Preparatory,Remand,High,High,12,2,1,179,38,High
19,Male,Literate,Juvenile,Medium,Medium,6,0,1,55,23,Medium
18,Male,Bachelor's,Remand,Medium,Medium,5,1,1,251,15,Medium
34,Male,Secondary,Maximum Security,High,High,12,2,1,280,37,High
45,Male,Secondary,Minimum Security,Low,Medium,2,0,0,169,8,Low
33,Female,Primary,Women's,Medium,Medium,7,0,1,293,26,Medium
44,Female,Primary,Women's,Medium,Low,5,0,0,75,20,Medium
27,Female,Preparatory,Juvenile,Low,Low,3,0,0,315,3,Low
22,Male,Preparatory,Minimum Security,Low,Medium,1,0,0,327,0,Low
49,Female,Illiterate,Maximum Security,High,Medium,9,2,1,59,36,High
56,Male,Secondary,Minimum Security,Low,Medium,1,0,0,66,0,Low
44,Male,Bachelor's,Maximum Security,High,High,8,0,2,83,26,High
56,Male,Secondary,Maximum Security,High,High,6,2,1,209,21,Medium
42,Male,Secondary,Maximum Security,High,High,5,1,1,58,8,Medium
56,Male,Primary,Remand,Low,Medium,7,1,0,223,23,Medium
41,Male,Preparatory,Maximum Security,High,High,10,4,2,230,28,High
37,Male,Secondary,Remand,Low,Low,2,0,0,231,0,Low
25,Male,Secondary,Maximum Security,High,High,7,0,1,134,29,Medium
34,Female,Secondary,Women's,Low,Medium,2,0,0,222,4,Low
33,Male,Primary,Juvenile,Medium,Medium,3,0,0,142,11,Low
33,Male,Literate,Minimum Security,Low,Low,2,0,0,263,7,Low
47,Male,Secondary,Minimum Security,Low,Low,3,0,0,317,8,Low
23,Female,Secondary,Women's,Medium,Medium,6,0,1,191,18,Medium
49,Male,Bachelor's,Remand,High,High,6,0,1,304,16,Medium
20,Male,Illiterate,Remand,Medium,Medium,5,1,0,179,7,Medium
65,Male,Primary,Maximum Security,High,High,10,1,0,16,39,High
38,Male,Primary,Remand,High,High,13,3,0,209,28,High
26,Female,Secondary,Women's,Medium,Low,7,1,0,96,27,Medium
57,Female,Bachelor's,Maximum Security,High,High,6,2,1,208,13,Medium
39,Male,Secondary,Maximum Security,High,Medium,12,4,0,188,45,High
57,Female,Primary,Women's,Low,Low,2,0,0,277,0,Low
19,Female,Literate,Remand,High,High,8,3,0,304,28,High
43,Female,Preparatory,Women's,Medium,Medium,2,0,0,166,7,Low
58,Male,Secondary,Minimum Security,Low,Low,4,0,0,243,10,Low
30,Female,Primary,Minimum Security,Low,Low,1,0,0,240,6,Low
47,Male,Preparatory,Maximum Security,High,High,11,2,1,223,31,High
42,Male,Secondary,Minimum Security,Low,Low,2,0,0,257,5,Low
38,Female,Postgraduate education,Women's,Medium,Medium,3,0,0,351,8,Low
59,Female,Secondary,Minimum Security,Low,Low,3,0,0,71,8,Low
56,Female,Bachelor's,Minimum Security,Low,Low,1,0,0,13,2,Low
61,Female,Secondary,Maximum Security,High,High,11,3,3,353,39,High
27,Male,Preparatory,Minimum Security,Low,Low,1,0,0,197,0,Low
33,Male,Secondary,Maximum Security,High,High,8,1,2,217,27,High
49,Male,Primary,Maximum Security,High,High,8,3,2,226,22,High
28,Male,Secondary,Maximum Security,High,High,11,4,1,302,40,High
53,Male,Preparatory,Minimum Security,Low,Low,1,0,0,3,0,Low
49,Male,Primary,Minimum Security,Low,Low,5,1,1,1,17,Medium
41,Male,Secondary,Maximum Security,High,High,7,0,0,223,30,Medium
51,Male,Preparatory,Maximum Security,High,High,13,2,3,357,40,High
19,Male,Bachelor's,Minimum Security,Low,Low,2,0,0,212,2,Low
46,Male,Preparatory,Maximum Security,High,High,4,0,0,280,11,Low
33,Male,Bachelor's,Remand,High,Medium,7,1,0,266,20,Medium
39,Male,Secondary,Maximum Security,High,High,4,0,0,57,14,Medium
36,Female,Secondary,Women's,High,High,7,2,0,242,16,Medium
24,Male,Bachelor's,Minimum Security,Low,Low,1,0,0,289,4,Low
20,Male,Preparatory,Juvenile,Medium,Medium,4,0,0,349,21,Low
50,Female,Secondary,Maximum Security,High,High,4,0,0,63,19,Medium
45,Male,Preparatory,Minimum Security,Low,Low,1,0,0,211,9,Low
20,Female,Preparatory,Women's,Medium,Low,3,0,0,288,13,Low
40,Male,Bachelor's,Minimum Security,Low,Low,1,0,0,148,9,Low
24,Male,Secondary,Juvenile,Medium,Low,5,0,0,246,7,Low
60,Female,Primary,Maximum Security,High,High,7,2,0,352,19,Medium
65,Male,Preparatory,Remand,High,High,14,6,3,163,38,High
